us_id,us_pass,us_fname,us_lname,us_bday,us_doc,us_doc_type,us_username,us_role,us_program_code,us_program_name,us_faculty_code,us_faculty_name,us_created_at,us_active
5677,password5677,Cristina,Guerrero,1986-09-07,9188941234,CE,wrodriguez,Profesor,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2018-04-14 06:41:29,1
5678,password5678,Octavio,Lara,1998-09-15,8010818430,CC,fsandoval,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2022-11-28 17:44:56,1
5679,password5679,Daniela,Morales,1993-06-10,9432685656,CC,susana96,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2017-02-21 07:01:12,1
5680,password5680,Margarita,Peña,2003-12-27,7098410604,CC,eduardolondono,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2021-07-10 08:57:33,1
5681,password5681,Martha,Hernández,1993-12-27,1192828305,CC,lramirez,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2022-08-09 15:53:32,1
5682,password5682,Rosa,Castaño,1999-09-24,5645706294,CC,eduardoserrano,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2021-08-28 06:40:35,1
5683,password5683,Tania,Rodríguez,1990-02-02,7603554554,CC,alexandernieto,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2016-05-27 17:30:04,1
5684,password5684,Inés,Ordóñez,1991-01-02,3745958143,CC,victor34,Profesor,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2020-02-05 04:01:40,1
5685,password5685,Jairo,Andrade,1984-05-16,6332665541,CC,opacheco,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2020-01-24 07:57:52,1
5686,password5686,Carlos,Serrano,1988-08-03,6594928254,CC,dairobeltran,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2017-04-05 01:11:21,1
5687,password5687,Lucía,Jaimes,1988-07-07,4309287135,CC,lizethgutierrez,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2017-05-10 01:38:00,1
5688,password5688,Juan,Ramírez,1986-01-17,3053491917,CC,jhoanafuentes,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2022-07-23 18:11:27,1
5689,password5689,Edwin,Trujillo,2001-10-10,2766837127,CC,tgonzales,Profesor,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2021-05-28 21:49:36,1
5690,password5690,Martha,Valencia,2001-01-19,4218619536,CC,aalvarado,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2020-02-09 23:27:43,1
5691,password5691,Nury,Vásquez,1988-09-09,1692442771,CC,wcalderon,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2018-12-03 21:08:35,1
5692,password5692,Tatiana,Contreras,1995-02-14,2934689444,CC,alberto65,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2018-07-05 00:56:40,1
5693,password5693,Alejandro,Salgado,1985-07-15,7996096074,CC,erazolilia,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2019-01-01 23:10:08,1
5694,password5694,Lucy,Puentes,1986-11-08,3226278386,CC,osvaldovargas,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2016-06-16 00:31:04,1
5695,password5695,Heidy,Gallego,1989-06-12,5150826725,CC,sandraramos,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2022-06-21 02:23:55,1
5696,password5696,Rosa,Quintero,2005-04-10,1213363880,CC,guillermoramos,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2016-12-27 09:09:46,1
5697,password5697,María,Montoya,2006-03-11,6744107975,CC,gorozco,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2018-10-06 16:06:09,1
5698,password5698,Michael,Becerra,1991-09-28,5945919568,CC,alexanderrojas,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2020-07-23 07:59:35,1
5699,password5699,Lucy,Ruiz,2004-02-04,8538873484,CC,jgarcia,Profesor,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2021-02-06 18:37:38,1
5700,password5700,Paola,Díaz,1991-04-19,3462926186,CC,juandiaz,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2019-01-02 12:45:08,1
5701,password5701,Antonia,Torres,2000-05-20,3444711171,CC,dlopez,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2022-06-21 06:19:58,1
5702,password5702,Alberto,Castro,1993-10-04,8400562938,CC,csanchez,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2019-05-27 15:37:27,1
5703,password5703,Yeison,González,2006-08-04,7690858584,CC,margaritasuarez,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2022-09-14 12:29:29,1
5704,password5704,Luz,Sánchez,1984-12-08,2070303245,CC,alvarosalazar,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2018-10-05 02:40:16,1
5705,password5705,Cristina,Fuentes,1983-10-29,5587394973,CC,xtovar,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-01-21 16:10:39,1
5706,password5706,Víctor,Arias,2006-12-09,3055491128,CC,vdelgado,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2020-03-09 00:25:27,1
5707,password5707,Amanda,Bonilla,1992-07-29,3826482099,CC,tgutierrez,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-05-05 05:47:20,1
5708,password5708,Camilo,Rojas,1994-10-23,3437243518,CC,phernandez,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2017-04-03 21:29:22,1
5709,password5709,Hernando,Murcia,1999-02-19,7481396771,CC,johannamoreno,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2019-08-31 08:27:31,1
5710,password5710,Camila,Torres,1993-02-13,3449593458,CC,german58,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2019-04-13 21:10:17,1
5711,password5711,Marina,Medina,1993-07-05,2818652038,CC,lherrera,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2021-11-16 13:30:21,1
5712,password5712,Andrea,Correa,1986-03-21,1965362775,CC,elvira87,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2018-04-23 01:42:37,1
5713,password5713,Eugenia,Ruiz,1985-03-27,7373396472,CC,posadamaria,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2019-05-04 21:35:51,1
5714,password5714,Alexandra,Guerrero,1998-11-24,2929571617,CE,ginaperez,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2020-12-24 05:24:14,1
5715,password5715,Lucía,Gómez,2006-06-04,9061140459,CC,zrodriguez,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2022-10-29 23:07:18,1
5716,password5716,Yineth,Arroyo,1993-02-25,2717829582,CC,avillamizar,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-12-03 11:53:20,1
5717,password5717,Fernanda,Bolívar,1994-09-07,9489218972,CC,castrodavid,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2020-11-19 06:07:28,1
5718,password5718,José,Rodríguez,2000-05-27,5260565436,CC,rserna,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2021-01-10 20:19:57,1
5719,password5719,Iván,Mosquera,1983-05-08,8274213080,CC,stevenocampo,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2016-03-31 00:15:26,1
5720,password5720,Valentina,Romero,2003-10-14,5828640278,CE,catherinefajardo,Profesor,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2023-02-26 06:07:55,1
5721,password5721,Juan,García,2003-03-14,4860362912,CC,garcianestor,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2021-03-24 05:11:06,1
5722,password5722,Andrés,Henao,1984-05-10,7175515818,CC,eduardovega,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2019-09-23 11:14:22,1
5723,password5723,Laura,Vargas,2000-07-17,3495062937,CC,carlosrodriguez,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2016-10-25 04:54:33,1
5724,password5724,Mabel,Vargas,1984-12-24,9955349469,CC,giraldomaria,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2016-05-15 00:18:48,1
5725,password5725,Rocío,Velasco,2001-08-01,3904287760,CC,angelbonilla,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2016-08-04 12:42:38,1
5726,password5726,Sergio,Muñoz,1984-01-20,2435327151,CC,hramos,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2021-05-13 17:08:28,1
5727,password5727,Carlos,García,2003-08-18,9611309004,CE,uortiz,Profesor,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2021-08-13 14:00:31,1
5728,password5728,Olga,Gaitán,1985-09-07,3969318214,CC,ovargas,Profesor,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2016-04-20 03:44:38,1
5729,password5729,Rosario,Moreno,1989-01-29,8878086323,CC,arevalocarlos,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2021-03-17 18:13:15,1
5730,password5730,Carlos,Restrepo,1986-09-04,6359195764,CE,anaalfonso,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2020-07-20 20:52:18,1
5731,password5731,Andrés,Serna,1993-01-19,7638867902,CC,ruedaandres,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2021-02-27 11:16:47,1
5732,password5732,Ismael,García,1991-03-18,3499484342,CC,murilloana,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2020-02-08 16:19:38,1
5733,password5733,Martha,Ortiz,1991-05-21,9363123692,CC,lorena79,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2016-08-15 09:36:25,1
5734,password5734,Camilo,Mejía,1996-02-26,6772998735,CC,javier89,Profesor,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2022-02-18 06:20:36,1
5735,password5735,Elsy,Galeano,2002-05-14,8565175427,CC,jairtorres,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2022-01-18 15:42:58,1
5736,password5736,Inés,Ángel,1994-07-16,3455756243,CC,josue00,Profesor,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2021-03-09 18:52:44,1
5737,password5737,Ingrid,Gallego,1999-05-08,2762567885,CC,javieramaya,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2017-08-22 12:15:39,1
5738,password5738,Elías,García,1997-08-09,6048010039,CE,asuarez,Profesor,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2020-05-28 21:19:40,1
5739,password5739,Elena,Melo,2000-08-03,4661156785,CC,milena23,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2022-10-03 11:22:27,1
5740,password5740,Abel,Villa,1993-10-01,5528987587,CC,diazeduardo,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2018-12-31 18:20:48,1
5741,password5741,David,Villamil,2005-02-17,8488975494,CC,bertharodriguez,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2020-01-18 09:50:46,1
5742,password5742,Antonio,López,1990-08-21,7434154754,CE,ana14,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2021-07-26 02:52:12,1
5743,password5743,María,Castro,2004-11-05,9112100238,CC,cardenasandres,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2018-12-29 16:33:30,1
5744,password5744,Juan,Hernández,1988-11-01,4060236646,CC,carevalo,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2020-11-28 12:42:23,1
5745,password5745,Carlos,Galvis,1984-09-28,7658347829,CC,vhurtado,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2020-12-31 15:48:53,1
5746,password5746,María,Monroy,1985-03-26,7646675076,CC,jaimenarvaez,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2022-06-20 09:15:34,1
5747,password5747,Lucía,Ortega,1988-10-28,9310361134,CC,camilo48,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2022-06-06 11:17:00,1
5748,password5748,Edith,Triana,2002-08-15,7146095544,CC,uribedavid,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2020-03-04 06:01:52,1
5749,password5749,Julián,Torres,1992-01-05,5760903353,CC,eforero,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2019-09-27 12:11:18,1
5750,password5750,Luz,Arteaga,1993-11-08,3265927018,CC,salvarez,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2021-10-04 05:01:43,1
5751,password5751,Andrés,Rojas,1994-05-27,3102055096,CC,veronica78,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2019-05-05 16:07:48,1
5752,password5752,Ana,Rosero,1985-01-13,7379666273,CC,luisramirez,Profesor,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2018-02-12 09:45:51,1
5753,password5753,Helena,Marín,1985-10-04,1531955235,CE,qlopez,Profesor,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2018-05-21 14:37:50,1
5754,password5754,Graciela,García,1994-02-01,7428307191,CC,menaguillermo,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2021-06-24 13:16:25,1
5755,password5755,Ana,Martínez,2006-07-17,6218681783,CC,trujillolucero,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2022-06-13 23:09:03,1
5756,password5756,Raúl,Parra,1995-08-03,8602331074,CC,ejimenez,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2018-11-16 20:21:30,1
5757,password5757,Rubén,Garzón,1992-03-21,3648995092,CC,maritza72,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2016-07-09 13:53:17,1
5758,password5758,Luis,Rivera,1991-05-18,8255341673,CC,miguelmurillo,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2019-11-07 18:37:50,1
5759,password5759,Humberto,Rangel,1996-04-02,6255111384,CE,mariatorres,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2020-12-31 11:05:08,1
5760,password5760,Albert,Gómez,1997-06-10,7300955878,CC,carlos37,Profesor,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2020-05-15 19:38:05,1
5761,password5761,Gloria,Molina,1989-10-23,3675872895,CC,agonzales,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2021-05-05 13:19:54,1
5762,password5762,Patricia,Salamanca,1995-04-22,9845971670,CC,cuellarluz,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2020-06-11 20:54:48,1
5763,password5763,Camilo,Maldonado,1994-10-26,5391016730,CC,ramon85,Profesor,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2016-10-07 18:01:03,1
5764,password5764,Daniel,Gonzáles,1983-10-26,9885280916,CC,qgonzalez,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2017-02-10 20:20:10,1
5765,password5765,Patricia,Cuesta,1993-10-26,3080877787,CE,afranco,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2018-12-02 03:32:53,1
5766,password5766,Rosa,Tovar,1993-03-31,3006264018,CC,jenniferortega,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2017-06-16 06:14:34,1
5767,password5767,Julieth,Martínez,1987-12-12,7979436914,CE,ortizmaria,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2017-04-15 07:16:12,1
5768,password5768,Enrique,Vélez,1992-04-13,8031805184,CC,hernandezcamilo,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2018-11-06 00:37:00,1
5769,password5769,Andrés,González,1989-11-25,3236158569,CC,xrojas,Profesor,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2017-03-16 18:34:15,1
5770,password5770,Nora,Bolaños,1987-05-10,7425791542,CC,victor84,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2016-05-24 22:32:54,1
5771,password5771,Juan,Jiménez,2001-08-30,6863003618,CC,ortegaximena,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-01-21 17:17:44,1
5772,password5772,Alejandro,González,2002-01-03,6097277200,CC,morenostella,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2021-02-02 20:35:01,1
5773,password5773,Elena,Gómez,1986-01-30,4647107819,CC,luisquintero,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2017-11-11 08:51:47,1
5774,password5774,Antonio,Bravo,1996-02-01,1511758514,CC,ivelandia,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2022-09-07 12:26:26,1
5775,password5775,Andrés,Ramos,1993-07-18,2740494401,CC,wilmer87,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2020-11-04 15:04:34,1
5776,password5776,Manuel,Quiroz,1983-07-21,7386056485,CE,helenamontoya,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2018-03-17 03:43:15,1
5777,password5777,Nancy,Díaz,1986-08-21,5939574198,CC,castanoalejandro,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2016-06-12 10:49:58,1
5778,password5778,Eliecer,Mosquera,1994-08-11,5266148469,CC,sanchezana,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2016-04-22 02:27:31,1
5779,password5779,Milena,Rubio,1996-11-25,2637240817,CC,nietoligia,Profesor,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2021-09-28 19:25:56,1
5780,password5780,Valentina,Amaya,1993-10-20,5094405145,CC,juliantorres,Profesor,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2018-06-19 16:08:53,1
5781,password5781,Yuli,López,1995-04-26,4173637955,CC,marcelafernandez,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2018-02-03 06:23:43,1
5782,password5782,Leonardo,Martínez,1988-09-08,6025892597,CE,christianquiroz,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-07-30 15:42:13,1
5783,password5783,Jairo,Acosta,1991-11-09,4672441289,CC,vloaiza,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2018-07-03 19:27:22,1
5784,password5784,Fabio,Vargas,1989-10-02,6418019506,CC,diazrocio,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2021-01-03 13:46:55,1
5785,password5785,Jesús,Palacio,2001-05-29,4780591281,CE,rsanchez,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2019-06-19 02:38:02,1
5786,password5786,Edison,Montoya,1992-08-26,7128211871,CC,rochoa,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2021-05-10 16:20:31,1
5787,password5787,Alejandro,Hernández,1983-05-29,9782651012,CC,salazarluis,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2018-01-23 02:01:25,1
5788,password5788,Karina,Jiménez,1987-09-06,3529621588,CC,aruiz,Profesor,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2016-11-18 23:43:40,1
5789,password5789,Nelson,Duarte,2002-03-23,1446289795,CC,usanchez,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2017-06-21 06:39:44,1
5790,password5790,Rosa,Contreras,2002-01-28,8196713635,CC,hojeda,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2023-02-15 13:54:03,1
5791,password5791,Fabián,Pedraza,1987-02-24,6239108488,CC,rpolo,Profesor,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2017-06-06 03:19:31,1
5792,password5792,Maricela,Álvarez,2004-08-21,5627936044,CE,ricardo46,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2020-12-02 13:24:30,1
5793,password5793,Martha,Caicedo,1983-09-24,4594569594,CC,leonelanaya,Profesor,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2022-08-13 15:23:12,1
5794,password5794,Jorge,López,1990-05-03,9138336769,CC,enriqueherrera,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2019-05-20 09:54:03,1
5795,password5795,Angélica,Caicedo,1998-12-19,4715819193,CC,estiven04,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2020-09-22 02:12:49,1
5796,password5796,María,Monroy,1994-06-30,5768867618,CC,garzonelena,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2020-12-19 15:43:01,1
5797,password5797,Mariana,Ochoa,2001-08-08,3466455982,CE,tdiaz,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2020-06-01 19:55:07,1
5798,password5798,Fabián,Páez,1998-11-09,4966136943,CC,marcela59,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2020-02-12 11:19:47,1
5799,password5799,Enrique,Martínez,2002-01-31,8933947800,CC,josegonzalez,Profesor,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2020-05-24 06:52:57,1
5800,password5800,Camila,Ortega,1995-02-03,5079043455,CC,perezcesar,Estudiante,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2017-08-28 07:45:00,1
5801,password5801,Sandra,Ortiz,1992-07-09,7362199500,CC,brojas,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2016-07-15 04:46:48,1
5802,password5802,Manuel,Galeano,1989-08-15,2282363915,CC,valentinanaranjo,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2016-07-10 19:24:51,1
5803,password5803,Mercedes,Velasco,1995-12-14,4662846233,CC,gortiz,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2018-08-14 11:50:24,1
5804,password5804,Leonardo,Ramos,2001-04-09,1319127545,CC,maria11,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2019-09-14 01:07:43,1
5805,password5805,Paola,Ordóñez,2001-08-11,3117398389,CC,cmosquera,Profesor,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2020-08-23 03:22:27,1
5806,password5806,Gilberto,Cifuentes,2000-11-06,6390222769,CC,erazoluz,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2023-02-16 14:29:48,1
5807,password5807,Ingrid,Palacios,2000-04-23,9573967142,CC,tmoreno,Profesor,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2019-10-18 04:49:58,1
5808,password5808,Andrea,Delgado,1991-04-13,9764200883,CC,sepulvedarafael,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2019-06-02 17:02:26,1
5809,password5809,Valentina,Romero,1996-10-29,2485650486,CC,henaoalberto,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2022-06-21 03:03:39,1
5810,password5810,María,Rentería,1990-11-04,4251232472,CC,gregoriogomez,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2021-08-02 12:03:54,1
5811,password5811,Camilo,Castillo,1985-04-13,3256046497,CC,luis01,Profesor,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2018-02-27 10:53:24,1
5812,password5812,Rosa,Uribe,1983-11-16,5145945226,CC,gloriacantillo,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2016-11-10 05:51:23,1
5813,password5813,Vanessa,Jaramillo,2006-07-02,2522099460,CC,gloria67,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2017-08-10 10:04:16,1
5814,password5814,Isabel,Hernández,2000-10-13,2103047364,CC,joseflorez,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2022-09-17 18:30:10,1
5815,password5815,Mauricio,Aguirre,1992-05-12,8782793182,CC,isabeltriana,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-06-02 02:07:04,1
5816,password5816,Nidia,Murcia,2003-03-23,5763000715,CC,yolima38,Profesor,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2017-10-26 06:13:19,1
5817,password5817,Juan,Mosquera,2004-05-15,1112433792,CC,alberto50,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2022-01-03 13:07:39,1
5818,password5818,Omar,Figueroa,1990-11-28,2103309856,CC,londononancy,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2021-04-15 12:54:01,1
5819,password5819,Fabián,Sepúlveda,2005-09-05,6921325579,CC,enriquepalacios,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2022-11-08 16:01:20,1
5820,password5820,Andrés,Rodríguez,2005-12-13,2837057534,CC,mendozateresa,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2018-02-13 22:21:41,1
5821,password5821,Socorro,Gamboa,1993-02-15,7412664212,CC,bcordoba,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2022-05-02 10:01:12,1
5822,password5822,José,Montenegro,2002-04-05,4689821385,CC,lilianabenavides,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2016-07-06 09:40:59,1
